reviewId,content
49c718c5-da2d-43da-a6a5-2ec7c38b532b,Aplikasi rentenir berkedok e-money
5d4da41e-bfb0-4dfe-81a7-cae4ac41d1f2,"Bagus karna pembayaran aplikasi gopay dgn gojek terpisah,thanks developer"
5b18d3bb-86f2-4553-8eaa-269cc01762d0,👍
ec1ca654-deca-4690-8bdf-c0ed9e8e7c62,mudah
329bfc7d-9179-454f-9880-1f5a24ed4fbc,"Saya merasa puas sama aplikasi gopay,mudah dan cepat."
b09273c4-747b-4d1f-b3f1-2da6d5953bbe,Sangat penting
23010c23-826b-4b0b-9d07-5ce17deb5ef5,Tolong dong saya ingin meminjam di gopay
71b9998a-36b3-4d85-a813-b0bd45e42d3e,Bagus
c540511b-a6db-47d0-a774-c82269f3873e,"keren pokok nya,,sangat membAntu."
907e9cd1-9ce9-4b4f-a997-7930bb5c6d58,Seruuuu
b9da9f7a-f657-4eab-ac7f-845ee9cb1142,success terus gopay
bd3f1135-64c3-469d-b3c7-076cc25eff75,Ada didaftar Top Up Wallet
1552dbf9-2d43-427c-b74f-cdb0344e2ea8,"Saya sangat kecewa kebijakan di lakukan terhadap saya Dengan tiba-tiba pihak gopay baru saja melakukan blokir akun saya, yg padahal saya tidak ada berbuat yang macam² Dan saldo saya juga di dalam nya masih ada ikut di blokir tidak dapat di transfer kemana saja, saya coba buat laporan ke gopay, ke bank jago tetapi tidak ada jalan keluar Sudah saya ikuti arahan nya tetapi masih juga gagal mana yg respon bot semua"
a58b02d7-13b5-413b-83ed-3ce2bb9b4201,Bagus
bbfd7235-b721-4511-9979-461f2052a721,Uang saya di debit ga jelas Rp 55.000
16729847-d8d3-4ba9-87e2-2bcb2b7b0754,bagus sekali. beli pulsa sangat murah. dan banyak promo lainya. terimakasih
a664ca78-7495-4a6a-ad8a-842c62a42b7b,Bagussss
0ceb954a-98b5-45ae-bb24-ebe28ad34a37,mudah dan cepat
bb858be4-78b1-4764-8bb2-41dc9c2a4e68,Kerika scan ga bisa
d2975775-08da-4cb7-bdec-113baa86cac1,Bagus
241ae2f4-137d-4b15-bcbf-f0ea90a8b65e,mantap
cb0fcd44-012f-4590-85fb-990c608995e3,semua jadi lancar
74a96acb-9d65-42bb-8bcd-919ded037e75,Transfer ke bank gratis
f218d295-8005-4189-ba11-f5a59712aa2b,Mantapp
a3b34b49-c0c1-4191-ab7d-ab55b5835780,Saya baru saja menggunakan gopay
bfff12fd-5eff-40ab-add5-abf3b341ec7e,bagus
3e0911f8-6cf1-4f64-b739-62facfe970d7,Sangat puas layanan 24 jam
c59f89ed-8c5a-43da-88c4-b8712276b0c3,Masih stabil aman nyaman mudah cepat ....👍👍👍
2b96fa6e-6180-4a95-9fd0-8035e4b91bf3,Ok
b8a3ce86-f96a-407f-a186-374d97900689,Sulit banget mau bayar Pakat Vidio aja di sangka pin salah Mulu kocak
a42ba239-b3f2-4879-a4e8-c55466eeafe7,Sanhat membantu
fd393e31-53b1-4291-8e26-f4c4faf2728e,ok
2e1f0a5e-7596-4d3f-889b-bbc97b3f4130,Bandung belum bisa ya
ba5294c8-be08-405c-9ce7-24091b7689d3,Ya itu dari saya
bec7914d-0e65-4d99-a2ef-6badb978de0b,Teruntuk developer Gopay untuk membuat fitur pelayanan pembukan Rekening jenis RDN.
8478d4ac-c886-4fc1-9d71-e5aeafbf2d50,Aplikasi nya sangat membantu khususnya kalau mau transfer gratis biaya admin😍😍😍😍😍😍😍😍😍
97dfceff-c537-4a22-9e89-283772028205,bagus
d6660e58-707d-4e90-806e-8e91c201869c,Transaksi aman dan tidak ribek
ca4a5d1d-77a8-4bc2-97e1-ad6f959d5bb6,Mantap
2fccb0b5-9df9-4d5e-a1f2-2dba1e3d7736,Jika bisa gratid tranfernya terus 100x tiap bulan. Asli membantu banget
233917f1-ab06-4e77-8dff-389faa998dde,Sayang nya GK bisa pinjaman yg resmi dr gojek n pembayaran d cicil dr saldo gopai
0e0cab74-2499-4ab9-b838-cf8e667b2d82,Asalamualaikum
e6e367d2-8124-419b-9d11-383e09bf140d,Mantap...
b9e33313-1757-4167-ba67-4b836b338d29,Enak banget Bisa Transfer ke semua bank
89b3f69f-c285-4556-9973-947dd7c38830,Semoga cepat do acc gopaypaylatter sama gopay pinjam nya...
d45df36f-1e86-4a6b-ac45-7f5e9d4610f1,Gagal trus...bikin setres...saldo ga bsa diambil..tlp cs ga ada hasil...BAD...aplikasi ra jelas
6f46efbe-7afc-4a49-9c9c-12ec56d8693f,Bagus dan cukip praktis
0ec2b995-62ff-4f64-9f8a-b00a834234d4,Mantap ramah cepet jelas cukub wink
6c08d5a3-f847-48c5-b030-a8f013de3de9,Mantapkan
77d704c7-1231-4e7f-9f56-d911a317631c,Cukup baik GoPay
cbb03100-0579-4c3b-b03e-55844ca5a4d4,Bahamas di
8b18d258-4bb7-411d-ad10-f31db7f28b33,Luar binasa
d44dc3db-a4b6-4d1d-bdb5-a03677c6de94,Good 👍
e4cd7bf1-518b-436c-8b1b-0dd1de59162e,Mempermudah gaya hidup kami
9eb02ea6-fc37-4d88-9154-6e70f1e596f7,Memudah kan transfer tanpa biaya admin
f20761be-eefb-4e59-bc43-4120f67c55bf,Aplikasi gk jelas Sia sia kuota gua download lu
62a148b3-2d5f-4eee-8769-8a472bd8ad5f,Mantap pokona
fee9d871-86c9-4a06-ae6c-0c97de6ef3c8,Sangat membantu. Tksh
3313b2e3-8a86-4fb4-b911-7c2d4105c5a7,Mantap aplikasi super cepat
339d3cf2-3fc4-4c0c-8cef-e29871238fb5,"transaksinya cepat, untuk top up withdraw ataupun untuk segala macam pembayaran via go pay cepat bgt, hitungan detik langsung terkirim"
273ac8d5-3590-44fa-879d-84321db984b3,Bagus
ceaeb33e-db92-4f17-998a-7e69c1d9b1cc,pookok ya mantaaap👍👍👍👍👍👍
27b2d6d0-8a7d-4304-8b69-47e6c9539e54,Mau transfer aja harus upgrade dulu....udah gitu lama prosesnya 🙄🙄🙄🙄
6a02851e-31ed-4562-a5aa-609e9301d393,Gajelas padahal dah di ganti pin tapi gabisa pakai pin baru
12ed78fa-b1b9-4c11-a59b-b8bdd606a382,Bagus
ee775847-5321-41dd-8a5e-769d69dee9b3,"Semoga gopaylater tersedia diakun saya, sudah lama daftar tapi gak dapat2 paylaternya, tolong dong dikasih limit buat paylater di akun saya"
e26d5f67-a676-4b1e-b11a-18f9c8dc6306,Mantap okey
74847058-1814-48a7-9415-a295ec8971b0,Baru
f70717a7-ceba-46c1-9605-50d5eb6c2db3,Sampah tidak berguna ribet dan mempersulit.sangat tidak berguna
98a19b7f-36a0-48a9-960c-6afda08d0f77,"Aplikasi yg dengan gampangnya mudah ke lock untuk transaksi , pakai layanan bantuan TPI gak keluar keluar menu ... Sebelum banyak fitur perbaiki dulu fitur fitur yg dulu . Biar bisa maksimal ... Hanya karna ini kendala trf dan transaksi tdk bisa dilanjutkan ."
d2b66e88-ccdd-4bb1-ada5-94b137e604b6,Mantab jaya
7815a36d-4ea9-41f7-8c8d-00d59ac41229,"Mempermudah segala transfer, beli bensin dll... Mantap"
7d8342ee-4621-4d09-8f82-98a55d545805,"Aplikasi bagus, memudahkan kita untuk transaksi secara online. Praktis banget kalau mau isi token listrik atau bayar BPJS bisa lewat gopay. Terimakasih developer dan staff yang sudah membuat aplikasi untuk mempermudah transaksi kita."
aed9d645-394d-4576-8221-ec4bd0800d4a,Puas cepat 👍
b2b148fd-c26b-4d69-938b-013f792c0a3b,Sangat baik
9f8bba2b-5c85-4fe1-a8d0-337a147a1ebb,mantap
0283c3f7-1a51-4206-b444-d4ea34ce1c02,Untuk sementara masih oke
32eb562e-f5da-4b55-b5c5-da9f0d4f5eb2,Mantap
64ca649a-9567-4815-9896-be0aa917823a,bagus
bb7b1b06-05e5-48b5-97c5-23e156aa93fe,Memuaskan dan rekomendasi banget pakai Gopay...
d1c57e8f-184e-4708-ab4a-553b23b539cf,Ok
180be485-67e9-432d-be1b-165843fbc980,Good app
3838a766-ce8f-4d0c-9f9d-d1a66e86297e,Ok
63f196b7-2343-4242-aa9f-affe87d99ce7,bagus dan cepat
b24c2df0-0b30-4b11-bae7-4b094b750549,"Puas ,layanan cepat"
1ca12ee9-6b01-4be9-b745-7169f19a105a,Apknya bagus
3b7d619d-9edd-48ba-8095-6c034b778ab5,Tu r.z3
434d0587-e657-481c-8b5d-42df9cb79a9f,Good aplikasinya
cf5073db-16de-4000-b8d4-c6a615ebd60a,Apknya bagus mudah di mengerti
1f1dc867-2f57-4693-a980-3e4890ad4187,Terimakasih gopay semua jd mudah untuk transaksi
bffa9f48-ec0a-4257-a740-86e4858cbc86,mantap👍👍👍
9449a27b-b5a4-4d11-a2ec-c2f39464ecec,Ok
900801b6-d4c8-4a02-8e88-87999eddab44,Aplikasi paling mantap bayar ini itu transfer ini itu paling gampang dan mudah terbaik lah pokok nya terimakasih.
67930624-e48f-4d38-8af7-19e0f23dcc8d,Aplikasi ringan dan membantu aku buat transaksi kemana saja
f03fc41a-bc76-4399-b1fd-c5cf482d9729,Okk
7105e079-8779-482e-9ef1-9cc5bd9ee545,Free transfer tanpa biaya admin membuat lebih hemat
d78f9563-db15-49ee-9bf1-8c70185d0b11,Top
17399aa3-d69e-4b37-9898-8d9a2ef77cff,cukup menbantu
9b902237-796f-447d-ae8a-2febef613168,"Ga jls ditolak knp. Akun lain aja ga gt..pantes lah driver gojek nya pd ngeluh..begini cara playanan ke pelanggan, apalagi je mitra nya..makin di pojokkan."
c5bfcadf-5d58-43ab-a7cd-4022e4a25013,Mantab aplikasi sangat membantu
bfbbe7fa-a110-4537-bf2a-86ccdbb1bd6a,Baguslah
26a8eee0-a5e6-4f68-a6af-91a11c55aa8c,Lancar transfer no ribet bebas admin
3b953d06-1a44-450d-9c7d-7932226df585,Terimakasih gopay limit saya dinaikan. Tapi kenapa bunganya jg naik. Sblmnya pinjam 3jt. 6bln typ bln 652rb. Tapi kenapa saya mau Ngajukan typ blnnya jadi 663rb. GK full 3jt trimnya jadi sangat mahal bunganya tolong donk diturunkan. Tenor ditambah donk..🥹🙏
49b3a95e-7691-4ed2-8a58-b108aaa0f3dd,Good
33f47f59-13fd-4018-9160-de81ab8206cd,Sangat mmbantu bisnis saya
e8dfed71-bc23-4450-81a8-b69989da94a9,Terimakasih org2 baik yg sudah suport gopay smoga sehat slalu bnyk rejeki
ac07d3a7-b7a3-4189-b875-43df8b82190d,Trimakasih GoPay. Dengan mu jadi mudah dalam bertransaksi.. Semoga selalu dimudahkan dan ditingkatkan lagi kemudahan lainnya
37bd6e41-60b3-4fb3-8cf8-29940b9d87fa,Dengan gopay semua mudah Transaksi depan mantap
6c251ce8-312f-4862-9d0b-4fb7247b3b53,sangat membantu sekali aplikasi ini tanpa harus foto ktp sudah bisa transfer dalam jumlah brp pun
05262d3e-b027-445d-9881-440fdec74ddc,Tolong beri opsi kantong kantong untuk menabung seperti di aplikasi bank jago. Terimakasih.
79083441-49e7-4111-8c90-4fb957a6671b,Mantap
6f278bbf-9a03-4a26-aa33-ed06e163c0c3,Baru pertama
f618d3ef-cce7-4f06-b4aa-df5ae219a8cb,Baguss
fc64b13e-e2c7-4836-8e98-33e68f394d44,"Selain saldo, di gopay tuh ada juga coins, coinsnya ntar bisa kita tuker buat transaksi"
dc30faaf-b7cc-4c85-ad31-3b5f4fb3256b,Knp saya setiap masukan pin gagal terus padahal pin udh benar tapi gagal terus untuk membayar.smpai ganti pin baru tapi tetap gagal dan tertulis wah kebanyakan nyoba. Klo kayak gini mending uninstall 👎
f4f56136-d75d-49aa-a2e0-f4a92b1fedbc,Sangat membantu
2bcf823f-c758-4543-91a5-aaacc75e42b8,terimakasih gopay.
f988cdf3-7be0-4ffa-8cf0-00edf8a43a5b,Mantap bos 👍
bd1c6042-d1d8-4ddb-87c6-a79a18b20eec,Berguna sekali mantap
f9719a40-ddc3-4f3e-96d0-6e8c39fbf582,Mntep klu bner
31308188-0bb0-4f05-9e07-f34112595747,Keren anak bangsa
2a426106-62e5-4797-91f1-0720e3ed3057,sangat membantu
40b65534-266d-4b0a-a904-b141a11bc767,gopay memang mantap👍
01d72339-b811-412e-b54d-5c0f0da11bd6,okelah
0a9433a6-8fd7-4ad0-9f4f-34354964398f,Bagus sekali
1faa7327-fcce-4a62-9a1f-c13b4e5f45c1,keren
a7be9bfc-68d1-4455-a744-e0ce0c16840b,"Cepat, murah amaaaan Transfer kemana aja cepat gratis, token listrik murah bayar apa aja bisa...... dan yang penting Simple banget aplikasinya. Ngga pake ribet.... top markotop"
1cd4b112-2dfc-45e6-ae41-01023d83799e,Mantap
81e697f2-7d82-43c0-b839-b387f2e41fd1,Aplikasi terbaik
c995569b-2943-41a2-a36e-888ee69c122d,Sangan membantu dan praktis
346cb46b-53f3-4619-8c54-b6d85ac26c84,"Ada fitur² baru di apps gopay yg ga ada di apps gojek, ringan juga ga makan memori"
a7934322-e020-42f2-a307-cfd59042172e,Bank saya
1bab7d87-74a8-42fc-8143-de57639f75b4,Karna bagus sih
1f6b5216-54a0-491c-8063-685c859803f0,Sangat membantu
1cb99418-ddd3-4285-b635-7add570f373c,Sangat recomended
5dc58461-9f54-4e15-bb15-9f1d2fc390ef,Mantap
b810466a-d751-48e1-a5f4-9fc93808b0e6,Apk gopay recommended baget sih transaksi gratis dan aman
31445434-2c8e-4f77-93ac-a7cd3040816d,no comment aku kak🙏😁
400decaf-8164-4cc1-b720-8570c1feb631,sangant instan
a6f81e6e-ce64-40ba-8238-12bd2747f13f,Setiap mau isi pulsa pakai paylater.. pasti sellu di buat.. sedikit ada masalah silahkan coba lagi... setiap kali d coba sellu kaya gitu .. ada masalah apa sih min... sellu aja gak bisa...
5550680b-ef4f-4c5b-a0b5-5887ac9a7b49,Iyahh
a3ef9b2b-9612-43e0-90bb-736062e1b695,"sangat membantu memudahkan dalam segala hal,,"
aa0c1587-0f7b-4373-94a0-49f0b9447614,Ngapain harus ada gopayplus sih anj
72d838cc-1242-402c-b6ad-6bcb5d25154c,Mantap
b80d7614-c8b0-4026-b750-f96af465e838,Bagus
bb0083bd-2fde-4772-baac-2c8a6ea75918,Mantap pokoknya..cepat dan tepat
92cc77a3-f3e3-470e-89cf-eb905aee4dfe,Parah jadi lama mau tranfer..mana lg darurat...tau gitu mah make yg gojek aja deh..biar kata ada adminnya juga..tapi cepet...agak nyesel donlod jadinya
92c90600-ff93-4036-b6c1-a0b29c1df5fe,"Aplikasi ini mantep banget sih, fiturnya menarik loadingnya juga cepet, terbaik pokoknya."
f0c57d84-b8b6-4484-88af-4eeaabf136c1,"Saya sudah gunakan fitur Gopay Later sejak 2021 tapi tidak pernah telat bayar gopay later, tapi sekarang gopay later saya di blokir."
b19302f8-d3e1-4287-b610-35a8877709ea,Efisien dan amat membantu
e6915ccc-0998-49d9-b1ef-57bd8466e5c3,Dinanti berkahnya
21515c80-a454-4fad-ae2a-e2baeaf81b06,Okelah dah lma pakai wlau tkadang ada kendala tp bsa di atasi oleh pihak aplikasi.
64820439-2515-4799-b73e-ac2bbf485107,Mantap
a3ae673d-17d2-4928-b38c-58c1e11a9a55,Aplikasi gopay sngat membantu dn muda di gunakan.
a6a796c5-5bc8-4400-8f87-262a448cad41,Good Job..
bbab546a-2926-4369-a1f7-ace5a8d02508,Sangat bagus dan membantu.
cb3f553e-f274-4107-977c-8bd195807f88,"Penghapusan akun ga bisa terus , padahal nomer otp yang dikirim sudah diketik sesuai pesan yang masuk , pencurian data ini. Nomer cs mana pake pulsa lagi kalo mau interaksi."
d3f7fe3a-a71c-4173-9c32-c4aa349813de,"ok,mantap"
f97c4bf6-7015-43cb-804c-ad4acf2b01f1,Mntapp
76e44265-142f-4d05-aace-4f6ac897c378,"Mantap, Transfer cepat ke bank lain dan gratiss. Gopay is the best well"
75533704-b86e-4a4e-8e46-a6859a5b1275,mantul
65250c0d-cba3-4149-b2f7-5227de558ae5,Baik sekali gaes
bf7f8221-80b3-480a-80f2-1bea8d29016f,bagus transaksi
cf8b1b57-8419-4679-8b62-93eb04e54260,bagus akurat
7068ac68-2980-47f3-9295-5d11951345d1,Mantap
8c6d65a5-af5f-4da4-bfea-f0ebe0d0def4,Baik
c97c2f46-86e9-4317-88c6-67a17da51ee4,Aplikasinya bagus dan fitur nya lengkap...
2eb885d8-9371-4c64-a6f5-71cf628cfd16,Mantap
4a47dee4-0b9a-4a7f-88fe-b59c770035f9,Saya puas pake gopay.beda sama aplikasi ewalet sebelah.ga aman banget.tp gopay sangat nyaman dan aman
86cb87ea-ee63-4f71-bcf2-860eecd3c68a,Aktivasi gopay plis gk di proses2 udah beberapa bulan. Padahal saldo GO-PAY masih ada. Mau tf jadi gk bisa. Sayang bnget saldonya. Perbaiki lagi kualitasnya
5a5bbc90-e901-442e-847f-1808b25f03db,"Sangat bagus, maksih aplikasi GO-PAY"
019b9431-4b0c-4e13-a306-a421814344db,Ok
318fb72d-0894-49f4-a174-bc0985336f23,Gopay bermanfaat untuk kita smua.trima kasih Gopay
d8e996a8-5538-4db8-8ff7-bf0990fe872c,Sukses terus buat go pay
73c1f0d8-92dd-4e42-a6fa-ac43aa5cfdf9,3 dulu
3ceea863-2750-4afa-b629-f12f7994e826,Gopaylater memang mantap..😊
2a210d3c-acf9-416e-ae57-83bbd9a3ce5e,design UI dalam aplikasikan jelek
c8ace258-7462-4720-96f1-d60774e8c951,Sangat membantu
7861293b-52a2-4a66-8690-91fb84ac682b,Siiip
479935f7-c7eb-4ce6-a806-77dc470c3c53,Membantu memudahkan transaksi
2e7f17a2-0daf-4903-b2fa-8d48f8bf4f6f,Udah punya akun gopay login gak di buka trus
0745c27f-3bf4-4ee4-b522-b599c4325bd5,Mantap
67ebf718-4af4-4fef-ab91-ff1b56f5299b,tabungan yang sangat baik dan bisa transfer ke mana saja
df669311-6906-4a5f-9b50-7236b389e52f,Sangat bagus dan tdk ribet sangat cepat dan mudah dimengerti
ab164f5f-0726-4034-b7d6-cd37c1cc18c0,Mantap
bed7a3c3-2dac-4a5b-9419-9520aafe8fea,Mantap nih GoPay
1933a974-8694-4a12-9d53-cb755ac21777,"Kalo tidak di acc, gopay pinjam jangan di tampilkan di apk"
074a880b-043a-4250-b093-0a302c970c44,Apk rekomd💫
819f3241-14c7-4e9d-a140-9b338a7f8e84,gampang pake
ba8c29f3-5089-4292-90c9-fcfbd2d3ab59,selalu jempol dah buat gopay tapi tolong perbaiki agar dapat mengcancel riwayat biar kalo kita salah pesenan biar bisa di cancel
a5c96937-0269-45fb-a114-882caa62b574,Sangat bagus tapi sering Eros kalau mau pinjam binta 4 dulu
1814318b-cffa-4175-9437-998093581a05,good bleh
b12241a3-36fa-4db5-823c-9f467ddf2551,"Sangat user friendly! Suka bgt, sukses terus gojek!"
26626941-6f8e-41d2-a167-cee8849555d4,Baru aja download sudah ada transaksi tanpa sepengetahuan... Sangat riskan dan tidak aman.
819ea9be-fae5-4403-9515-294b8c232a51,Sangat bagus di gunakan untuk teransper
657d1353-4b66-451b-889d-821d0619a667,1 aplikasi banyak manfaat...
05bd987a-a8f3-498d-8351-44110689b161,Semoga bisa membantu dg baik dlm bagian dari per bankan
37859ed9-fa63-4b40-88f5-3c534ee7abc9,Terintegrasi
0d89c0a9-ef08-45ac-8e4e-06e7f27448f8,Aplikasi gak jelas
a8467f19-5b1f-4808-8cf5-7c080e42ce46,sering lelet padahal jaringan baguss kenapa yahh kira²?
0b233982-2e42-41c1-bdc3-91116352148f,Lancar Jaya.. Semoga selalu memberikan pelayanan terbaik.
f4065b9a-0595-4f52-aff6-eafacdbaad24,good
257486fd-b9e9-45a3-a9b0-c3460a949ed2,senang pakai gopay transfer cepat
833bf9f9-1261-468a-a962-ec553471a241,Ok bos
d19ffe69-574b-4809-9671-92499d705837,MANTAB 👍☺️
e6aff529-58cf-4fc8-868d-89e13c6c665d,Nice
a0fda104-6ab3-4bb6-89d2-80706e9cf018,Nyusahin lu gojek masa no gopay yg di aplikasi gojek ga bisa di sinkronin sama gopartner kan bangke lu. Masa kudu download aplikasi sampah ini.
d60fa7fd-ee25-447e-85fd-f85078c7ee83,Bagus ya
23959a9c-6dab-48c1-b470-51fad2393f60,"Saya suka dengan aplikasinya Jos poko'e lh gak ribet ini itu,bagus."
a49d84a0-cdff-4453-86bc-8449c03cd235,Setelah saya instal gopay ini Banyak sekali nomor yg tidak di kenal masuk ke messager saya Belom aja saya top up atau transaksi sudah kaya gini? Apa hanya saya saja yg seperti ini
7a452c5f-5f5f-4d1e-a15a-0b28209035b8,Muda di mengerti
c9ae6050-6818-49d4-a80f-8a6e412ac6ff,Sangat membantu
ca0d77dd-61f7-46ac-b31e-b62541a37801,Cepat lancar
c76c8c7a-fe25-4dd4-a610-fc2428966acc,saya coba dulu
aee5ddc7-c5d0-4214-a7d2-778e4b0ea31e,"Mantaf, free biaya transfer"
806b9979-b3c8-4c61-b104-4a2c04e882b7,Pakai gopai lebih aman lebih hemat
23f2c7c4-dc04-4f3b-ad2f-c7ac087a95ef,Ok....
32e119b2-8a83-4f82-aefe-de70f863b818,good
3738123f-2f98-4311-a5a3-1b434a198d39,Oke banget
c7f198f8-6890-4f49-a3c3-69359c5d86e4,"Mantap aplikasi GoPay ini,mempermudah proses transaksi prabayar dan transfer .semoga amanah!! aplikasi GoPay ini pilihan yg terbaik untuk masyarakat Indonesia"
523b63ad-cd7a-44cd-996e-5058d48998ae,saya suka disini sangat banyak kemudahan
b4b80211-0a0c-4041-bf18-cb816b55788c,gopay isthebest
0337d559-1e29-4c2c-96d4-720e764a823f,cukup membantu
a0cb2e83-4140-4cba-bdb0-3cf7880a6b45,top markotop
eaecb3e0-b2f6-489d-806b-c2aa340ccc95,Mantap
eb9abc0b-c4b5-432e-ae65-eede15dfd43c,Gratis dan cepat
48d622a5-aeb3-4dca-b0d1-73acb79f074c,Mantap
dfaf0c06-9f19-42eb-a0e7-8bfb6f5ce20c,"Aplikasi yg terhubung ke banyak aplikasi lain, memudahkan satu saldo utk bayar semua tagihan, aplikasi yg sangat membantu. Terimakasih"
1dea6b03-0339-419e-b7af-641e8e9dabbc,sangat bagus
d324c787-54fb-4ce4-ba40-ddd417a6354b,"Udah ok bagus, dan ringan sayangnya dukungan isi ulang saldo gopay pilihan isi saldo nya masih mini, yang bebas admin"
3accd576-90ed-4d6b-9c60-8c8027e68397,Buruk
e088e04b-29ce-4eda-b44d-51af50676249,"Aplikasi nya sangat membantu dalam segala hal,mulai dari bertransaksi jadi lebih mudah,membayar tagihan dan juga membeli pulsa voucher game dan lain lain,sangat bagus pokoknyaa👍👍"
b5978f33-174b-469e-a0cf-00c6e94e2970,Tolong dong di perbaiki lagi saya punya kendala yang pertama tf sukses tapi gak masuk ke rekening tujuan barusan saya beli kuota sukses juga tapi gak masuk masuk kuota nya
a6d8ff4b-86be-46d6-ae95-d41ddc8be8c9,"Transfer masih menunggu trus ,sudah 1 hari tpi kagak ada kejelasannya,duit kagak balik pdhl janjinya waktu 1 hari ... Gw bakalan viralin ini ke tiktok dan gw bakalan laporkan ke mabes polri .... Gw minta duit gw dikembalikan"
a6af9a07-ec93-45c0-8e97-1a40055b29a7,ok
2a6b9659-23dc-4220-b468-413ca5c4ebaa,Joss gandoss
09ef5518-643a-49db-97b6-c2944ce4b874,Baru nyoba semoga aja ber manfaat
d306691c-99eb-42a6-aa75-19060bb8c2ae,Mohon bantuannya transfer uang dari gopay ke bank penerima selesai tapi ke rekening penerima belum masuk juga tolong di perbaikin layanan gopay nya.
fe0deb53-f9d0-45fa-9f57-89861da7241b,Manttuuullll...
